drugName,url,description
Cardizem,https://www.drugs.com/cardizem.html,cardizem (diltiazem) is a calcium channel blocker. it works by relaxing the muscles of your heart and blood vessels. cardizem is used to treat hypertension (high blood pressure). it may be used alone or in combination with other high blood pressure medications. cardizem is also used to treat chronic stable angina (chest pain) and angina due to coronary artery spasm.
Carvedilol,https://www.drugs.com/carvedilol.html,carvedilol is a beta-blocker. beta-blockers affect the heart and circulation (blood flow through arteries and veins). carvedilol is used to treat heart failure and hypertension (high blood pressure). it is also used after a heart attack that has caused your heart not to pump as well. carvedilol may also be used for purposes not listed in this medication guide.
Cefdinir,https://www.drugs.com/mtm/cefdinir.html,cefdinir is a cephalosporin (sef a low spor in) antibiotic that is used to treat many different types of infections caused by bacteria. cefdinir may also be used for purposes not listed in this medication guide.
Cefpodoxime,https://www.drugs.com/mtm/cefpodoxime.html,"cefpodoxime is a cephalosporin (sef a low spor in) antibiotic. it works by fighting bacteria in your body. cefpodoxime is used to treat infections caused by bacteria, including upper respiratory infections, ear infections, skin infections, and urinary tract infections. cefpodoxime may also be used for purposes not listed in this medication guide."
Cefuroxime,https://www.drugs.com/mtm/cefuroxime.html,"cefuroxime is a cephalosporin (sef a low spor in) antibiotic. it works by fighting bacteria in your body. cefuroxime is used to treat many kinds of bacterial infections, including severe or life-threatening forms. cefuroxime may also be used for purposes not listed in this medication guide."
Celebrex,https://www.drugs.com/celebrex.html,"celebrex (celecoxib) is a nonsteroidal anti-inflammatory drug (nsaid). it works by reducing hormones that cause inflammation and pain in the body. celebrex is used to treat pain or inflammation caused by many conditions such as arthritis, ankylosing spondylitis, and menstrual pain. celebrex is used to treat juvenile rheumatoid arthritis in children who are at least 2 years old. it is also used in the treatment of hereditary polyps in the colon."
Celecoxib,https://www.drugs.com/celecoxib.html,"celecoxib is a nonsteroidal anti-inflammatory drug (nsaid). it works by reducing hormones that cause inflammation and pain in the body. celecoxib is used to treat pain or inflammation caused by many conditions such as arthritis, ankylosing spondylitis, and menstrual pain. celecoxib is used to treat juvenile rheumatoid arthritis in children who are at least 2 years old. it is also used in the treatment of hereditary polyps in the colon."
Celexa,https://www.drugs.com/celexa.html,celexa (citalopram) is an antidepressant in a group of drugs called selective serotonin reuptake inhibitors (ssris). celexa is used to treat depression. celexa may also be used for purposes not listed in this medication guide.
Cellcept,https://www.drugs.com/cellcept.html,"cellcept (mycophenolate mofetil) weakens your body's immune system, to help keep it from ""rejecting"" a transplanted organ such as a kidney. organ rejection happens when the immune system treats the new organ as an invader and attacks it. cellcept is used with other medicines to prevent organ rejection after a kidney, liver, or heart transplant. cellcept is usually given with cyclosporine (sandimmune, neoral) and a steroid medication. it can be given by mouth or as an injection."
Cephalexin,https://www.drugs.com/cephalexin.html,"cephalexin is a cephalosporin (sef a low spor in) antibiotic. it works by fighting bacteria in your body. cephalexin is used to treat infections caused by bacteria, including upper respiratory infections, ear infections, skin infections, urinary tract infections and bone infections. cephalexin may also be used for purposes not listed in this medication guide."
Cetirizine,https://www.drugs.com/cetirizine-hcl.html,"cetirizine is an antihistamine that reduces the natural chemical histamine in the body. histamine can produce symptoms of sneezing, itching, watery eyes, and runny nose. it is used to treat cold or allergy symptoms such as sneezing, itching, watery eyes, or runny nose. cetirizine is also used to treat itching and swelling caused by hives. cetirizine may also be used for other purposes not listed in this medication guide."
Chlorthalidone,https://www.drugs.com/mtm/chlorthalidone.html,"chlorthalidone is a thiazide diuretic (water pill) that helps prevent your body from absorbing too much salt, which can cause fluid retention. chlorthalidone treats fluid retention (edema) in people with congestive heart failure, cirrhosis of the liver, or kidney disorders, or edema caused by taking steroids or estrogen. chlorthalidone is also used to treat high blood pressure (hypertension). chlorthalidone may also be used for purposes not listed in this medication guide."
Cholecalciferol,https://www.drugs.com/mtm/cholecalciferol.html,cholecalciferol is vitamin d3. vitamin d helps your body absorb calcium. cholecalciferol is used as a dietary supplement in people who do not get enough vitamin d in their diets to maintain adequate health. cholecalciferol may also be used for purposes not listed in this medication guide.
Cialis,https://www.drugs.com/cialis.html,"cialis (tadalafil) relaxes muscles of the blood vessels and increases blood flow to particular areas of the body. cialis is used to treat erectile dysfunction (impotence) and symptoms of benign prostatic hypertrophy (enlarged prostate). another brand of tadalafil is adcirca, which is used to treat pulmonary arterial hypertension and improve exercise capacity in men and women. do not take cialis while also taking adcirca, unless your doctor tells you to."
Cipro,https://www.drugs.com/cipro.html,cipro (ciprofloxacin) is a fluoroquinolone (flor-o-kwin-o-lone) antibiotic that fights bacteria in the body. cipro is used to treat different types of bacterial infections. cipro is also used to treat people who have been exposed to anthrax or certain types of plague. fluoroquinolone antibiotics can cause serious or disabling side effects that may not be reversible. cipro should be used only for infections that cannot be treated with a safer antibiotic.
